,Region,Domain,Facility_ID
63,Benešov,ortopedie a traumatologie pohybového ústrojí,23270
64,Benešov,ortopedie a traumatologie pohybového ústrojí,41848
65,Benešov,ortopedie a traumatologie pohybového ústrojí,41869
66,Benešov,ortopedie a traumatologie pohybového ústrojí,41870
67,Benešov,praktické lékařství pro děti a dorost,5377
68,Benešov,praktické lékařství pro děti a dorost,7564
69,Benešov,praktické lékařství pro děti a dorost,7565
70,Benešov,praktické lékařství pro děti a dorost,8589
71,Benešov,praktické lékařství pro děti a dorost,8590
72,Benešov,praktické lékařství pro děti a dorost,15237
73,Benešov,praktické lékařství pro děti a dorost,22200
74,Benešov,praktické lékařství pro děti a dorost,22297
75,Benešov,praktické lékařství pro děti a dorost,31027
76,Benešov,praktické lékařství pro děti a dorost,31719
77,Benešov,praktické lékařství pro děti a dorost,33238
78,Benešov,praktické lékařství pro děti a dorost,35129
79,Benešov,praktické lékařství pro děti a dorost,38834
80,Benešov,praktické lékařství pro děti a dorost,46341
81,Benešov,praktické lékařství pro děti a dorost,46539
82,Benešov,praktické lékařství pro děti a dorost,50083
83,Benešov,praktické lékařství pro děti a dorost,50084
84,Benešov,praktické lékařství pro děti a dorost,50085
85,Benešov,praktické lékařství pro děti a dorost,54447
86,Benešov,praktické lékařství pro děti a dorost,54448
87,Benešov,praktické lékařství pro děti a dorost,54465
88,Benešov,praktické lékařství pro děti a dorost,54485
89,Benešov,praktické lékařství pro děti a dorost,54486
90,Benešov,praktické lékařství pro děti a dorost,54487
91,Benešov,praktické lékařství pro děti a dorost,54488
92,Benešov,praktické lékařství pro děti a dorost,54489
93,Benešov,praktické lékařství pro děti a dorost,55460
94,Benešov,praktické lékařství pro děti a dorost,55461
95,Benešov,praktické lékařství pro děti a dorost,55506
96,Benešov,praktické lékařství pro děti a dorost,56212
97,Benešov,zubní lékařství,727
98,Benešov,zubní lékařství,819
99,Benešov,zubní lékařství,2397
100,Benešov,zubní lékařství,2626
101,Benešov,zubní lékařství,3260
102,Benešov,zubní lékařství,8284
103,Benešov,zubní lékařství,9624
104,Benešov,zubní lékařství,11317
105,Benešov,zubní lékařství,12915
106,Benešov,zubní lékařství,18012
107,Benešov,zubní lékařství,21597
108,Benešov,zubní lékařství,21927
109,Benešov,zubní lékařství,22553
110,Benešov,zubní lékařství,23524
111,Benešov,zubní lékařství,26945
112,Benešov,zubní lékařství,27899
113,Benešov,zubní lékařství,28030
114,Benešov,zubní lékařství,28197
115,Benešov,zubní lékařství,29513
116,Benešov,zubní lékařství,30270
117,Benešov,zubní lékařství,38825
118,Benešov,zubní lékařství,40284
119,Benešov,zubní lékařství,41519
120,Benešov,zubní lékařství,44755
121,Benešov,zubní lékařství,46536
122,Benešov,zubní lékařství,46727
123,Benešov,zubní lékařství,47461
124,Benešov,zubní lékařství,50086
125,Benešov,zubní lékařství,54284
126,Benešov,zubní lékařství,54444
127,Benešov,zubní lékařství,54449
128,Benešov,zubní lékařství,54451
129,Benešov,zubní lékařství,54454
130,Benešov,zubní lékařství,54456
131,Benešov,zubní lékařství,54458
132,Benešov,zubní lékařství,54460
133,Benešov,zubní lékařství,54462
134,Benešov,zubní lékařství,54466
135,Benešov,zubní lékařství,54473
136,Benešov,zubní lékařství,54476
137,Benešov,zubní lékařství,54481
138,Benešov,zubní lékařství,54493
139,Benešov,zubní lékařství,55456
140,Benešov,zubní lékařství,55462
141,Benešov,zubní lékařství,55468
142,Benešov,zubní lékařství,55473
143,Benešov,zubní lékařství,55516
144,Benešov,zubní lékařství,58227
145,Beroun,Dentální hygienistka,6478
146,Beroun,Dentální hygienistka,10111
147,Beroun,dětské lékařství,25095
148,Beroun,dětské lékařství,39130
149,Beroun,dětské lékařství,39160
150,Beroun,dětské lékařství,39166
151,Beroun,dětské lékařství,39167
152,Beroun,Fyzioterapeut,788
153,Beroun,Fyzioterapeut,1348
154,Beroun,Fyzioterapeut,1349
155,Beroun,Fyzioterapeut,4420
156,Beroun,Fyzioterapeut,5129
157,Beroun,Fyzioterapeut,5130
158,Beroun,Fyzioterapeut,6335
159,Beroun,Fyzioterapeut,7754
160,Beroun,Fyzioterapeut,7755
161,Beroun,Fyzioterapeut,8800
162,Beroun,Fyzioterapeut,9849
163,Beroun,Fyzioterapeut,12545
164,Beroun,Fyzioterapeut,13415
165,Beroun,Fyzioterapeut,13879
166,Beroun,Fyzioterapeut,14246
167,Beroun,Fyzioterapeut,14247
168,Beroun,Fyzioterapeut,16410
169,Beroun,Fyzioterapeut,17978
170,Beroun,Fyzioterapeut,17979
171,Beroun,Fyzioterapeut,22214
172,Beroun,Fyzioterapeut,24539
173,Beroun,Fyzioterapeut,53786
174,Beroun,chirurgie,4425
175,Beroun,chirurgie,6800
176,Beroun,chirurgie,20443
177,Beroun,chirurgie,20444
178,Beroun,chirurgie,20552
179,Beroun,chirurgie,26894
180,Beroun,chirurgie,38819
181,Beroun,chirurgie,39132
182,Beroun,chirurgie,39162
183,Beroun,chirurgie,46224
184,Beroun,chirurgie,46599
185,Beroun,chirurgie,53789
186,Beroun,chirurgie,53847
187,Beroun,chirurgie,53856
188,Beroun,chirurgie,56626
189,Beroun,chirurgie,56627
190,Beroun,chirurgie,56628
191,Beroun,kardiologie,4430
192,Beroun,kardiologie,15141
193,Beroun,kardiologie,18015
194,Beroun,kardiologie,18460
195,Beroun,kardiologie,26470
196,Beroun,kardiologie,33893
197,Beroun,kardiologie,35007
198,Beroun,kardiologie,39144
199,Beroun,kardiologie,53793
200,Beroun,kardiologie,53878
201,Beroun,Optometrista,5616
202,Beroun,Optometrista,18017
203,Beroun,Optometrista,25523
204,Beroun,Optometrista,27380
205,Beroun,Optometrista,29631
206,Beroun,Optometrista,32035
207,Beroun,Optometrista,32984
208,Beroun,ortopedie a traumatologie pohybového ústrojí,4426
209,Beroun,ortopedie a traumatologie pohybového ústrojí,4441
210,Beroun,ortopedie a traumatologie pohybového ústrojí,6667
211,Beroun,ortopedie a traumatologie pohybového ústrojí,10527
212,Beroun,ortopedie a traumatologie pohybového ústrojí,16413
213,Beroun,ortopedie a traumatologie pohybového ústrojí,22302
214,Beroun,ortopedie a traumatologie pohybového ústrojí,39134
215,Beroun,ortopedie a traumatologie pohybového ústrojí,53769
216,Beroun,ortopedie a traumatologie pohybového ústrojí,53798
217,Beroun,praktické lékařství pro děti a dorost,10268
218,Beroun,praktické lékařství pro děti a dorost,10269
219,Beroun,praktické lékařství pro děti a dorost,10270
220,Beroun,praktické lékařství pro děti a dorost,16343
221,Beroun,praktické lékařství pro děti a dorost,19571
222,Beroun,praktické lékařství pro děti a dorost,19573
223,Beroun,praktické lékařství pro děti a dorost,25094
224,Beroun,praktické lékařství pro děti a dorost,31938
225,Beroun,praktické lékařství pro děti a dorost,32586
226,Beroun,praktické lékařství pro děti a dorost,32919
227,Beroun,praktické lékařství pro děti a dorost,39151
228,Beroun,praktické lékařství pro děti a dorost,41537
229,Beroun,praktické lékařství pro děti a dorost,53760
230,Beroun,praktické lékařství pro děti a dorost,53857
231,Beroun,praktické lékařství pro děti a dorost,53860
232,Beroun,praktické lékařství pro děti a dorost,53880
233,Beroun,praktické lékařství pro děti a dorost,56634
234,Beroun,praktické lékařství pro děti a dorost,56635
235,Beroun,praktické lékařství pro děti a dorost,56636
236,Beroun,praktické lékařství pro děti a dorost,56637
237,Beroun,praktické lékařství pro děti a dorost,56638
238,Beroun,praktické lékařství pro děti a dorost,56649
239,Beroun,zubní lékařství,1264
240,Beroun,zubní lékařství,1396
241,Beroun,zubní lékařství,2055
242,Beroun,zubní lékařství,8874
243,Beroun,zubní lékařství,9975
244,Beroun,zubní lékařství,10331
245,Beroun,zubní lékařství,10335
246,Beroun,zubní lékařství,10337
247,Beroun,zubní lékařství,10678
248,Beroun,zubní lékařství,11106
249,Beroun,zubní lékařství,11694
250,Beroun,zubní lékařství,11883
251,Beroun,zubní lékařství,13992
252,Beroun,zubní lékařství,15790
253,Beroun,zubní lékařství,16601
254,Beroun,zubní lékařství,17667
255,Beroun,zubní lékařství,20967
256,Beroun,zubní lékařství,22207
257,Beroun,zubní lékařství,23022
258,Beroun,zubní lékařství,23183
259,Beroun,zubní lékařství,24154
260,Beroun,zubní lékařství,27500
261,Beroun,zubní lékařství,30734
262,Beroun,zubní lékařství,31032
263,Beroun,zubní lékařství,33177
264,Beroun,zubní lékařství,33852
265,Beroun,zubní lékařství,37052
266,Beroun,zubní lékařství,39146
267,Beroun,zubní lékařství,45964
268,Beroun,zubní lékařství,53762
269,Beroun,zubní lékařství,53767
270,Beroun,zubní lékařství,53850
271,Beroun,zubní lékařství,53862
272,Beroun,zubní lékařství,53865
273,Beroun,zubní lékařství,53866
274,Beroun,zubní lékařství,53870
275,Beroun,zubní lékařství,53872
276,Beroun,zubní lékařství,53873
277,Beroun,zubní lékařství,53875
278,Beroun,zubní lékařství,53881
279,Beroun,zubní lékařství,56613
280,Beroun,zubní lékařství,56615
281,Beroun,zubní lékařství,56618
282,Beroun,zubní lékařství,56624
283,Beroun,zubní lékařství,56631
284,Beroun,zubní lékařství,56650
285,Blansko,Dentální hygienistka,3472
286,Blansko,Dentální hygienistka,7074
287,Blansko,Dentální hygienistka,9485
288,Blansko,Dentální hygienistka,12644
289,Blansko,Dentální hygienistka,23004
290,Blansko,Dentální hygienistka,23826
291,Blansko,Dentální hygienistka,55952
292,Blansko,dětské lékařství,14160
293,Blansko,dětské lékařství,32692
294,Blansko,dětské lékařství,32693
295,Blansko,dětské lékařství,34799
296,Blansko,dětské lékařství,34800
297,Blansko,dětské lékařství,34803
298,Blansko,dětské lékařství,34804
299,Blansko,dětské lékařství,40815
300,Blansko,dětské lékařství,40816
301,Blansko,dětské lékařství,40817
302,Blansko,Fyzioterapeut,2876
303,Blansko,Fyzioterapeut,6681
304,Blansko,Fyzioterapeut,10584
305,Blansko,Fyzioterapeut,10585
306,Blansko,Fyzioterapeut,10586
307,Blansko,Fyzioterapeut,11601
308,Blansko,Fyzioterapeut,12236
309,Blansko,Fyzioterapeut,12237
310,Blansko,Fyzioterapeut,12238
311,Blansko,Fyzioterapeut,23813
312,Blansko,Fyzioterapeut,24742
313,Blansko,Fyzioterapeut,32552
314,Blansko,Fyzioterapeut,32690
315,Blansko,Fyzioterapeut,32691
316,Blansko,Fyzioterapeut,33655
317,Blansko,Fyzioterapeut,40804
318,Blansko,Fyzioterapeut,43085
319,Blansko,Fyzioterapeut,43086
320,Blansko,Fyzioterapeut,45742
321,Blansko,Fyzioterapeut,59888
322,Blansko,chirurgie,8548
323,Blansko,chirurgie,34705
324,Blansko,chirurgie,37319
325,Blansko,chirurgie,40809
326,Blansko,chirurgie,40810
327,Blansko,chirurgie,40811
328,Blansko,chirurgie,50625
329,Blansko,chirurgie,59849
330,Blansko,chirurgie,59869
331,Blansko,kardiologie,9616
332,Blansko,kardiologie,24873
333,Blansko,kardiologie,40800
334,Blansko,kardiologie,50586
335,Blansko,kardiologie,59870
336,Blansko,Optometrista,3005
337,Blansko,Optometrista,7042
338,Blansko,Optometrista,12752
339,Blansko,Optometrista,12757
340,Blansko,Optometrista,20329
341,Blansko,Optometrista,20961
342,Blansko,Optometrista,30393
343,Blansko,Optometrista,31003
344,Blansko,Optometrista,31004
345,Blansko,ortopedie a traumatologie pohybového ústrojí,18583
346,Blansko,ortopedie a traumatologie pohybového ústrojí,18584
347,Blansko,ortopedie a traumatologie pohybového ústrojí,20086
348,Blansko,ortopedie a traumatologie pohybového ústrojí,20087
349,Blansko,ortopedie a traumatologie pohybového ústrojí,29563
350,Blansko,ortopedie a traumatologie pohybového ústrojí,29564
351,Blansko,ortopedie a traumatologie pohybového ústrojí,32551
352,Blansko,ortopedie a traumatologie pohybového ústrojí,40812
353,Blansko,ortopedie a traumatologie pohybového ústrojí,40813
354,Blansko,ortopedie a traumatologie pohybového ústrojí,40814
355,Blansko,ortopedie a traumatologie pohybového ústrojí,43111
356,Blansko,ortopedie a traumatologie pohybového ústrojí,45002
357,Blansko,ortopedie a traumatologie pohybového ústrojí,50626
358,Blansko,ortopedie a traumatologie pohybového ústrojí,50628
359,Blansko,ortopedie a traumatologie pohybového ústrojí,50630
360,Blansko,ortopedie a traumatologie pohybového ústrojí,59850
361,Blansko,ortopedie a traumatologie pohybového ústrojí,59875
362,Blansko,praktické lékařství pro děti a dorost,2304
363,Blansko,praktické lékařství pro děti a dorost,2305
364,Blansko,praktické lékařství pro děti a dorost,7138
365,Blansko,praktické lékařství pro děti a dorost,10294
366,Blansko,praktické lékařství pro děti a dorost,14159
367,Blansko,praktické lékařství pro děti a dorost,14502
368,Blansko,praktické lékařství pro děti a dorost,20987
369,Blansko,praktické lékařství pro děti a dorost,25288
370,Blansko,praktické lékařství pro děti a dorost,31126
371,Blansko,praktické lékařství pro děti a dorost,33828
372,Blansko,praktické lékařství pro děti a dorost,35894
373,Blansko,praktické lékařství pro děti a dorost,37117
374,Blansko,praktické lékařství pro děti a dorost,39411
375,Blansko,praktické lékařství pro děti a dorost,40403
376,Blansko,praktické lékařství pro děti a dorost,40788
377,Blansko,praktické lékařství pro děti a dorost,40962
378,Blansko,praktické lékařství pro děti a dorost,41644
379,Blansko,praktické lékařství pro děti a dorost,45993
380,Blansko,praktické lékařství pro děti a dorost,46926
381,Blansko,praktické lékařství pro děti a dorost,50589
382,Blansko,praktické lékařství pro děti a dorost,53061
383,Blansko,praktické lékařství pro děti a dorost,53071
384,Blansko,zubní lékařství,5789
385,Blansko,zubní lékařství,8645
386,Blansko,zubní lékařství,10478
387,Blansko,zubní lékařství,10569
388,Blansko,zubní lékařství,12863
389,Blansko,zubní lékařství,13299
390,Blansko,zubní lékařství,13300
391,Blansko,zubní lékařství,14123
392,Blansko,zubní lékařství,14603
393,Blansko,zubní lékařství,17474
394,Blansko,zubní lékařství,21639
395,Blansko,zubní lékařství,21727
396,Blansko,zubní lékařství,22071
397,Blansko,zubní lékařství,23233
398,Blansko,zubní lékařství,23234
399,Blansko,zubní lékařství,23820
400,Blansko,zubní lékařství,23825
401,Blansko,zubní lékařství,24096
402,Blansko,zubní lékařství,24804
403,Blansko,zubní lékařství,24805
404,Blansko,zubní lékařství,24886
405,Blansko,zubní lékařství,26535
406,Blansko,zubní lékařství,26536
407,Blansko,zubní lékařství,26671
408,Blansko,zubní lékařství,27178
409,Blansko,zubní lékařství,27179
410,Blansko,zubní lékařství,30190
411,Blansko,zubní lékařství,30911
412,Blansko,zubní lékařství,32810
413,Blansko,zubní lékařství,33580
414,Blansko,zubní lékařství,34467
415,Blansko,zubní lékařství,35942
416,Blansko,zubní lékařství,38695
417,Blansko,zubní lékařství,39680
418,Blansko,zubní lékařství,39682
419,Blansko,zubní lékařství,40198
420,Blansko,zubní lékařství,45511
421,Blansko,zubní lékařství,45827
422,Blansko,zubní lékařství,48474
423,Blansko,zubní lékařství,50584
424,Blansko,zubní lékařství,50590
425,Blansko,zubní lékařství,53062
426,Blansko,zubní lékařství,53063
427,Blansko,zubní lékařství,53066
428,Blansko,zubní lékařství,53067
429,Blansko,zubní lékařství,53069
430,Blansko,zubní lékařství,53073
431,Blansko,zubní lékařství,53076
432,Blansko,zubní lékařství,53077
433,Blansko,zubní lékařství,53079
434,Blansko,zubní lékařství,55953
435,Blansko,zubní lékařství,55954
436,Blansko,zubní lékařství,55955
437,Blansko,zubní lékařství,56797
438,Brno-město,Dentální hygienistka,26
439,Brno-město,Dentální hygienistka,67
440,Brno-město,Dentální hygienistka,310
441,Brno-město,Dentální hygienistka,359
442,Brno-město,Dentální hygienistka,647
443,Brno-město,Dentální hygienistka,1424
444,Brno-město,Dentální hygienistka,1456
445,Brno-město,Dentální hygienistka,2571
446,Brno-město,Dentální hygienistka,2962
447,Brno-město,Dentální hygienistka,3397
448,Brno-město,Dentální hygienistka,4249
449,Brno-město,Dentální hygienistka,4705
450,Brno-město,Dentální hygienistka,5162
451,Brno-město,Dentální hygienistka,6784
452,Brno-město,Dentální hygienistka,7072
453,Brno-město,Dentální hygienistka,7236
454,Brno-město,Dentální hygienistka,8910
455,Brno-město,Dentální hygienistka,9220
456,Brno-město,Dentální hygienistka,9224
457,Brno-město,Dentální hygienistka,10124
458,Brno-město,Dentální hygienistka,11477
459,Brno-město,Dentální hygienistka,11917
460,Brno-město,Dentální hygienistka,11919
461,Brno-město,Dentální hygienistka,12571
462,Brno-město,Dentální hygienistka,13411
463,Brno-město,Dentální hygienistka,13741
464,Brno-město,Dentální hygienistka,14770
465,Brno-město,Dentální hygienistka,14879
466,Brno-město,Dentální hygienistka,15004
467,Brno-město,Dentální hygienistka,15036
468,Brno-město,Dentální hygienistka,16278
469,Brno-město,Dentální hygienistka,19723
470,Brno-město,Dentální hygienistka,20105
471,Brno-město,Dentální hygienistka,20303
472,Brno-město,Dentální hygienistka,20327
473,Brno-město,Dentální hygienistka,20978
474,Brno-město,Dentální hygienistka,20989
475,Brno-město,Dentální hygienistka,21186
476,Brno-město,Dentální hygienistka,23043
477,Brno-město,Dentální hygienistka,23044
478,Brno-město,Dentální hygienistka,23197
479,Brno-město,Dentální hygienistka,23408
480,Brno-město,Dentální hygienistka,23815
481,Brno-město,Dentální hygienistka,23823
482,Brno-město,Dentální hygienistka,24662
483,Brno-město,Dentální hygienistka,24802
484,Brno-město,Dentální hygienistka,24811
485,Brno-město,Dentální hygienistka,24856
486,Brno-město,Dentální hygienistka,25119
487,Brno-město,Dentální hygienistka,27879
488,Brno-město,Dentální hygienistka,29054
489,Brno-město,Dentální hygienistka,29266
490,Brno-město,Dentální hygienistka,29274
491,Brno-město,Dentální hygienistka,30207
492,Brno-město,Dentální hygienistka,30897
493,Brno-město,Dentální hygienistka,32569
494,Brno-město,Dentální hygienistka,35738
495,Brno-město,Dentální hygienistka,40413
496,Brno-město,Dentální hygienistka,46920
497,Brno-město,Dentální hygienistka,60076
498,Brno-město,Dentální hygienistka,60605
499,Brno-město,dětské lékařství,23765
500,Brno-město,dětské lékařství,44760
501,Brno-město,dětské lékařství,51930
502,Brno-město,dětské lékařství,51948
503,Brno-město,dětské lékařství,60515
504,Brno-město,Fyzioterapeut,16
505,Brno-město,Fyzioterapeut,64
506,Brno-město,Fyzioterapeut,65
507,Brno-město,Fyzioterapeut,73
508,Brno-město,Fyzioterapeut,225
509,Brno-město,Fyzioterapeut,311
510,Brno-město,Fyzioterapeut,487
511,Brno-město,Fyzioterapeut,643
512,Brno-město,Fyzioterapeut,644
513,Brno-město,Fyzioterapeut,747
514,Brno-město,Fyzioterapeut,748
515,Brno-město,Fyzioterapeut,937
516,Brno-město,Fyzioterapeut,1020
517,Brno-město,Fyzioterapeut,1027
518,Brno-město,Fyzioterapeut,1084
519,Brno-město,Fyzioterapeut,1096
520,Brno-město,Fyzioterapeut,1102
521,Brno-město,Fyzioterapeut,1105
522,Brno-město,Fyzioterapeut,1106
523,Brno-město,Fyzioterapeut,1113
524,Brno-město,Fyzioterapeut,1363
525,Brno-město,Fyzioterapeut,1420
526,Brno-město,Fyzioterapeut,1452
527,Brno-město,Fyzioterapeut,1453
528,Brno-město,Fyzioterapeut,1496
529,Brno-město,Fyzioterapeut,1564
530,Brno-město,Fyzioterapeut,1582
531,Brno-město,Fyzioterapeut,1590
532,Brno-město,Fyzioterapeut,1796
533,Brno-město,Fyzioterapeut,2049
534,Brno-město,Fyzioterapeut,2229
535,Brno-město,Fyzioterapeut,2290
536,Brno-město,Fyzioterapeut,2291
537,Brno-město,Fyzioterapeut,2306
538,Brno-město,Fyzioterapeut,2398
539,Brno-město,Fyzioterapeut,2506
540,Brno-město,Fyzioterapeut,2512
541,Brno-město,Fyzioterapeut,2793
542,Brno-město,Fyzioterapeut,2818
543,Brno-město,Fyzioterapeut,2868
544,Brno-město,Fyzioterapeut,2878
545,Brno-město,Fyzioterapeut,3331
546,Brno-město,Fyzioterapeut,3439
547,Brno-město,Fyzioterapeut,3473
548,Brno-město,Fyzioterapeut,3816
549,Brno-město,Fyzioterapeut,4251
550,Brno-město,Fyzioterapeut,4252
551,Brno-město,Fyzioterapeut,4262
552,Brno-město,Fyzioterapeut,5332
553,Brno-město,Fyzioterapeut,5502
554,Brno-město,Fyzioterapeut,5607
555,Brno-město,Fyzioterapeut,5608
556,Brno-město,Fyzioterapeut,5704
557,Brno-město,Fyzioterapeut,5933
558,Brno-město,Fyzioterapeut,5949
559,Brno-město,Fyzioterapeut,5951
560,Brno-město,Fyzioterapeut,6070
561,Brno-město,Fyzioterapeut,6073
562,Brno-město,Fyzioterapeut,6208
563,Brno-město,Fyzioterapeut,6651
564,Brno-město,Fyzioterapeut,6732
565,Brno-město,Fyzioterapeut,6779
566,Brno-město,Fyzioterapeut,6875
567,Brno-město,Fyzioterapeut,7364
568,Brno-město,Fyzioterapeut,7400
569,Brno-město,Fyzioterapeut,7503
570,Brno-město,Fyzioterapeut,7952
571,Brno-město,Fyzioterapeut,7953
572,Brno-město,Fyzioterapeut,7957
573,Brno-město,Fyzioterapeut,8174
574,Brno-město,Fyzioterapeut,9417
575,Brno-město,Fyzioterapeut,9710
576,Brno-město,Fyzioterapeut,9711
577,Brno-město,Fyzioterapeut,9997
578,Brno-město,Fyzioterapeut,10009
579,Brno-město,Fyzioterapeut,10782
580,Brno-město,Fyzioterapeut,10981
581,Brno-město,Fyzioterapeut,10985
582,Brno-město,Fyzioterapeut,11046
583,Brno-město,Fyzioterapeut,11124
584,Brno-město,Fyzioterapeut,11380
585,Brno-město,Fyzioterapeut,11756
586,Brno-město,Fyzioterapeut,11797
587,Brno-město,Fyzioterapeut,11817
588,Brno-město,Fyzioterapeut,12085
589,Brno-město,Fyzioterapeut,12170
590,Brno-město,Fyzioterapeut,12171
591,Brno-město,Fyzioterapeut,12190
592,Brno-město,Fyzioterapeut,12232
593,Brno-město,Fyzioterapeut,12414
594,Brno-město,Fyzioterapeut,12416
595,Brno-město,Fyzioterapeut,12668
596,Brno-město,Fyzioterapeut,12817
597,Brno-město,Fyzioterapeut,13259
598,Brno-město,Fyzioterapeut,13518
599,Brno-město,Fyzioterapeut,14001
600,Brno-město,Fyzioterapeut,14002
601,Brno-město,Fyzioterapeut,14450
602,Brno-město,Fyzioterapeut,14574
603,Brno-město,Fyzioterapeut,14610
604,Brno-město,Fyzioterapeut,14890
605,Brno-město,Fyzioterapeut,14892
606,Brno-město,Fyzioterapeut,14928
607,Brno-město,Fyzioterapeut,14955
608,Brno-město,Fyzioterapeut,15033
609,Brno-město,Fyzioterapeut,15166
610,Brno-město,Fyzioterapeut,15167
611,Brno-město,Fyzioterapeut,16167
612,Brno-město,Fyzioterapeut,16202
613,Brno-město,Fyzioterapeut,16347
614,Brno-město,Fyzioterapeut,17074
615,Brno-město,Fyzioterapeut,19752
616,Brno-město,Fyzioterapeut,19836
617,Brno-město,Fyzioterapeut,20079
618,Brno-město,Fyzioterapeut,20132
619,Brno-město,Fyzioterapeut,20981
620,Brno-město,Fyzioterapeut,20985
621,Brno-město,Fyzioterapeut,21860
622,Brno-město,Fyzioterapeut,23033
623,Brno-město,Fyzioterapeut,23042
624,Brno-město,Fyzioterapeut,23763
625,Brno-město,Fyzioterapeut,23764
626,Brno-město,Fyzioterapeut,23972
627,Brno-město,Fyzioterapeut,23990
628,Brno-město,Fyzioterapeut,24660
629,Brno-město,Fyzioterapeut,24677
630,Brno-město,Fyzioterapeut,24678
631,Brno-město,Fyzioterapeut,24686
632,Brno-město,Fyzioterapeut,24701
633,Brno-město,Fyzioterapeut,24732
634,Brno-město,Fyzioterapeut,24733
635,Brno-město,Fyzioterapeut,24897
636,Brno-město,Fyzioterapeut,25088
637,Brno-město,Fyzioterapeut,25152
638,Brno-město,Fyzioterapeut,25583
639,Brno-město,Fyzioterapeut,25586
640,Brno-město,Fyzioterapeut,27405
641,Brno-město,Fyzioterapeut,27605
642,Brno-město,Fyzioterapeut,27606
643,Brno-město,Fyzioterapeut,27694
644,Brno-město,Fyzioterapeut,27891
645,Brno-město,Fyzioterapeut,27892
646,Brno-město,Fyzioterapeut,28572
647,Brno-město,Fyzioterapeut,28605
648,Brno-město,Fyzioterapeut,28746
649,Brno-město,Fyzioterapeut,29845
650,Brno-město,Fyzioterapeut,30385
651,Brno-město,Fyzioterapeut,30785
652,Brno-město,Fyzioterapeut,31065
653,Brno-město,Fyzioterapeut,31079
654,Brno-město,Fyzioterapeut,31652
655,Brno-město,Fyzioterapeut,32061
656,Brno-město,Fyzioterapeut,32062
657,Brno-město,Fyzioterapeut,32087
658,Brno-město,Fyzioterapeut,32088
659,Brno-město,Fyzioterapeut,32141
660,Brno-město,Fyzioterapeut,32987
661,Brno-město,Fyzioterapeut,33543
662,Brno-město,Fyzioterapeut,34151
663,Brno-město,Fyzioterapeut,34239
664,Brno-město,Fyzioterapeut,35121
665,Brno-město,Fyzioterapeut,35311
666,Brno-město,Fyzioterapeut,35736
667,Brno-město,Fyzioterapeut,36378
668,Brno-město,Fyzioterapeut,37388
669,Brno-město,Fyzioterapeut,37448
670,Brno-město,Fyzioterapeut,38669
671,Brno-město,Fyzioterapeut,39525
672,Brno-město,Fyzioterapeut,40908
673,Brno-město,Fyzioterapeut,40924
674,Brno-město,Fyzioterapeut,43369
675,Brno-město,Fyzioterapeut,43370
676,Brno-město,Fyzioterapeut,43391
677,Brno-město,Fyzioterapeut,44767
